Customer_ID,Order_ID,Order_Date,Quantity,Unit_Price,Revenue
1391,52479,2023-06-18,3,426,1278
1778,52480,2023-10-25,5,1237,6185
1213,52481,2023-08-21,1,1925,1925
1690,52482,2023-09-28,2,1731,3462
1087,52483,2023-03-01,2,741,1482
1552,52484,2023-10-23,3,720,2160
1400,52485,2023-08-23,4,1710,6840
1587,52486,2023-06-14,5,1084,5420
1888,52487,2023-07-13,5,1398,6990
1045,52488,2023-08-22,5,1504,7520
1671,52489,2023-07-02,4,1143,4572
1462,52490,2023-11-29,4,1796,7184
1591,52491,2023-08-20,4,1332,5328
1309,52492,2023-12-27,3,705,2115
1085,52493,2023-04-17,2,1717,3434
1091,52494,2023-08-11,1,963,963
1659,52495,2023-03-21,4,1739,6956
1672,52496,2023-08-22,2,848,1696
1713,52497,2023-07-03,4,1895,7580
1935,52498,2023-07-04,1,1283,1283
1927,52499,2023-05-14,4,1014,4056
1241,52500,2023-08-08,2,998,1996
1864,52501,2023-10-15,3,1097,3291
1001,52502,2023-12-30,1,959,959
1224,52503,2023-07-21,2,672,1344
1800,52504,2023-05-26,5,137,685
1744,52505,2023-11-20,5,217,1085
1972,52506,2023-05-07,5,489,2445
1925,52507,2023-05-15,3,1947,5841
1928,52508,2023-04-24,4,779,3116
1588,52509,2023-09-21,4,476,1904
1115,52510,2023-03-05,4,948,3792
1665,52511,2023-05-15,3,1997,5991
1917,52512,2023-02-10,5,475,2375
1102,52513,2023-10-23,4,1704,6816
1193,52514,2023-01-03,3,694,2082
1165,52515,2023-07-13,3,846,2538
1870,52516,2023-04-20,2,1165,2330
1089,52517,2023-08-09,4,1734,6936
1685,52518,2023-01-04,5,1593,7965
1121,52519,2023-09-01,1,557,557
1142,52520,2023-06-15,3,1253,3759
1993,52521,2023-01-26,2,1151,2302
1105,52522,2023-01-17,1,1868,1868
1886,52523,2023-08-04,3,840,2520
1427,52524,2023-04-02,2,728,1456
1304,52525,2023-01-31,4,425,1700
1871,52526,2023-07-24,2,1632,3264
1970,52527,2023-07-26,3,718,2154
1316,52528,2023-04-17,4,424,1696
1962,52529,2023-05-26,5,1930,9650
1634,52530,2023-04-11,2,1283,2566
1901,52531,2023-11-14,1,615,615
1008,52532,2023-08-29,4,1784,7136
1773,52533,2023-09-04,4,845,3380
1072,52534,2023-06-12,5,1377,6885
1358,52535,2023-06-22,2,347,694
1222,52536,2023-02-04,1,1973,1973
1415,52537,2023-10-11,5,1476,7380
1552,52538,2023-12-25,2,497,994
1369,52539,2023-12-24,1,681,681
1715,52540,2023-01-21,1,302,302
1263,52541,2023-11-04,3,1425,4275
1839,52542,2023-06-12,1,1271,1271
1689,52543,2023-04-07,2,320,640
1859,52544,2023-11-03,5,1821,9105
1317,52545,2023-12-05,5,966,4830
1083,52546,2023-02-24,3,1971,5913
1317,52547,2023-11-29,2,1683,3366
1110,52548,2023-05-07,1,362,362
1250,52549,2023-07-12,3,395,1185
1382,52550,2023-08-31,4,1438,5752
1006,52551,2023-12-15,2,1119,2238
1458,52552,2023-03-29,3,391,1173
1083,52553,2023-12-02,5,783,3915
1207,52554,2023-08-03,3,975,2925
1899,52555,2023-04-02,4,1154,4616
1389,52556,2023-10-30,2,1805,3610
1313,52557,2023-08-23,3,1167,3501
1021,52558,2023-07-03,1,654,654
1409,52559,2023-02-07,2,1257,2514
1894,52560,2023-05-19,3,448,1344
1514,52561,2023-07-14,3,318,954
1126,52562,2023-01-15,2,1122,2244
1808,52563,2023-09-14,5,549,2745
1699,52564,2023-05-15,1,603,603
1873,52565,2023-01-01,2,185,370
1013,52566,2023-02-18,1,1374,1374
1970,52567,2023-04-06,1,1388,1388
1977,52568,2023-07-20,2,622,1244
1011,52569,2023-01-26,3,1203,3609
1086,52570,2023-12-09,5,1744,8720
1523,52571,2023-08-23,1,560,560
1908,52572,2023-12-15,1,1113,1113
1536,52573,2023-09-01,3,729,2187
1300,52574,2023-12-24,2,351,702
1242,52575,2023-11-23,5,117,585
1121,52576,2023-12-17,1,1379,1379
1146,52577,2023-02-20,1,1368,1368
1566,52578,2023-03-22,2,1276,2552
1749,52579,2023-02-05,3,1732,5196
1355,52580,2023-03-08,4,599,2396
1684,52581,2023-05-09,3,557,1671
1903,52582,2023-06-04,1,1821,1821
1732,52583,2023-09-02,1,1665,1665
1630,52584,2023-04-21,5,214,1070
1308,52585,2023-06-17,3,852,2556
1694,52586,2023-05-22,4,868,3472
1287,52587,2023-12-22,5,546,2730
1306,52588,2023-07-16,4,452,1808
1811,52589,2023-04-19,5,724,3620
1593,52590,2023-03-20,3,1970,5910
1965,52591,2023-06-10,1,640,640
1913,52592,2023-01-19,4,421,1684
1722,52593,2023-05-07,3,1582,4746
1661,52594,2023-07-24,4,325,1300
1548,52595,2023-01-29,3,1879,5637
1351,52596,2023-07-26,5,460,2300
1311,52597,2023-10-07,3,1654,4962
1872,52598,2023-05-31,5,933,4665
1058,52599,2023-08-28,1,211,211
1642,52600,2023-09-23,5,311,1555
1923,52601,2023-07-01,2,1356,2712
1713,52602,2023-04-15,1,1047,1047
1754,52603,2023-08-24,3,258,774
1034,52604,2023-06-22,3,671,2013
1444,52605,2023-06-07,2,1447,2894
1092,52606,2023-06-21,3,1216,3648
1949,52607,2023-11-07,1,1371,1371
1958,52608,2023-06-06,1,769,769
1206,52609,2023-09-15,5,1264,6320
1352,52610,2023-06-13,4,1010,4040
1902,52611,2023-05-27,3,1122,3366
1331,52612,2023-06-03,2,503,1006
1816,52613,2023-02-07,1,1855,1855
1861,52614,2023-05-11,1,503,503
1724,52615,2023-12-24,1,1941,1941
1158,52616,2023-09-12,4,700,2800
1953,52617,2023-07-27,4,1790,7160
1956,52618,2023-04-05,3,1537,4611
1023,52619,2023-12-14,2,1563,3126
1403,52620,2023-11-23,4,1356,5424
1804,52621,2023-06-20,5,292,1460
1515,52622,2023-09-07,4,1222,4888
1731,52623,2023-07-09,1,1236,1236
1363,52624,2023-07-18,2,1742,3484
1381,52625,2023-08-09,3,1659,4977
1531,52626,2023-01-24,4,1404,5616
1955,52627,2023-09-01,1,1099,1099
1151,52628,2023-11-20,5,1839,9195
1561,52629,2023-05-08,5,622,3110
1688,52630,2023-04-03,3,449,1347
1946,52631,2023-10-27,3,415,1245
1607,52632,2023-05-13,4,1840,7360
1616,52633,2023-02-24,3,1042,3126
1419,52634,2023-06-07,1,1623,1623
1249,52635,2023-01-29,1,1660,1660
1116,52636,2023-07-30,1,1012,1012
1865,52637,2023-06-03,4,751,3004
1511,52638,2023-10-20,4,734,2936
1739,52639,2023-08-10,3,1110,3330
1577,52640,2023-04-25,4,1559,6236
1334,52641,2023-06-07,1,1646,1646
1417,52642,2023-09-16,2,1901,3802
1931,52643,2023-09-08,1,692,692
1773,52644,2023-05-02,2,543,1086
1294,52645,2023-10-26,3,1945,5835
1937,52646,2023-09-20,5,720,3600
1754,52647,2023-02-18,4,1331,5324
1370,52648,2023-11-25,4,1954,7816
1185,52649,2023-10-24,1,855,855
1245,52650,2023-12-28,1,1399,1399
1636,52651,2023-03-18,2,596,1192
1267,52652,2023-05-07,4,872,3488
1642,52653,2023-07-16,3,1420,4260
1236,52654,2023-08-09,1,473,473
1529,52655,2023-04-01,4,1698,6792
1551,52656,2023-01-08,5,283,1415
1020,52657,2023-02-01,2,131,262
1910,52658,2023-11-16,1,382,382
1736,52659,2023-09-26,1,935,935
1866,52660,2023-07-10,3,972,2916
1793,52661,2023-12-15,1,1555,1555
1519,52662,2023-06-12,4,1642,6568
1099,52663,2023-03-02,4,785,3140
1751,52664,2023-09-21,4,561,2244
1477,52665,2023-10-12,5,970,4850
1598,52666,2023-04-05,5,1083,5415
1297,52667,2023-02-10,1,467,467
1939,52668,2023-05-29,5,757,3785
1525,52669,2023-07-23,5,1375,6875
1333,52670,2023-09-24,3,265,795
1001,52671,2023-01-02,5,1738,8690
1374,52672,2023-06-27,2,1099,2198
1292,52673,2023-07-13,2,1828,3656
1836,52674,2023-12-02,2,1652,3304
1933,52675,2023-07-15,1,701,701
1552,52676,2023-12-09,4,1494,5976
1317,52677,2023-09-06,3,1721,5163
1501,52678,2023-07-31,1,1226,1226
1827,52679,2023-06-02,4,693,2772
1380,52680,2023-06-07,3,225,675
1622,52681,2023-12-28,3,137,411
1013,52682,2023-05-19,3,447,1341
1503,52683,2023-08-09,2,1336,2672
1230,52684,2023-09-30,2,1442,2884
1984,52685,2023-06-03,2,836,1672
1083,52686,2023-09-06,3,833,2499
1129,52687,2023-10-06,3,525,1575
1742,52688,2023-10-31,2,1370,2740
1837,52689,2023-10-03,3,747,2241
1144,52690,2023-01-02,2,385,770
1890,52691,2023-03-29,2,1354,2708
1856,52692,2023-10-14,2,419,838
1027,52693,2023-05-10,4,611,2444
1065,52694,2023-03-19,3,1644,4932
1162,52695,2023-09-17,1,324,324
1228,52696,2023-08-29,2,605,1210
1260,52697,2023-05-21,1,1948,1948
1448,52698,2023-08-16,4,1230,4920
1423,52699,2023-06-12,3,1822,5466
1459,52700,2023-08-24,2,1856,3712
1951,52701,2023-05-08,2,1730,3460
1675,52702,2023-07-19,2,1830,3660
1300,52703,2023-01-31,1,1877,1877
1918,52704,2023-05-18,4,841,3364
1302,52705,2023-01-21,3,1454,4362
1286,52706,2023-08-22,4,1128,4512
1394,52707,2023-07-21,2,1986,3972
1009,52708,2023-10-06,4,567,2268
1706,52709,2023-05-11,1,1639,1639
1629,52710,2023-05-28,5,1899,9495
1269,52711,2023-01-29,5,1037,5185
1591,52712,2023-12-27,3,864,2592
1969,52713,2023-11-04,3,262,786
1604,52714,2023-06-11,4,752,3008
1777,52715,2023-12-23,3,1000,3000
1843,52716,2023-12-06,1,907,907
1861,52717,2023-03-02,2,1654,3308
1360,52718,2023-05-05,2,181,362
1256,52719,2023-03-12,4,580,2320
1132,52720,2023-11-22,2,615,1230
1275,52721,2023-12-30,4,1763,7052
1775,52722,2023-08-31,3,286,858
1682,52723,2023-09-06,3,245,735
1971,52724,2023-08-09,1,1105,1105
1512,52725,2023-01-21,2,251,502
1312,52726,2023-03-23,1,1486,1486
1575,52727,2023-12-10,5,192,960
1885,52728,2023-01-10,1,1154,1154
1979,52729,2023-01-12,4,1949,7796
1283,52730,2023-09-20,4,639,2556
1120,52731,2023-05-25,1,748,748
1106,52732,2023-07-11,3,701,2103
1932,52733,2023-09-07,5,148,740
1686,52734,2023-04-24,1,1381,1381
1996,52735,2023-01-26,3,1641,4923
1203,52736,2023-09-28,1,640,640
1164,52737,2023-02-02,2,1533,3066
1304,52738,2023-03-03,4,255,1020
1496,52739,2023-08-17,2,874,1748
1631,52740,2023-10-30,2,645,1290
1555,52741,2023-04-05,5,1563,7815
1823,52742,2023-02-04,3,1360,4080
1155,52743,2023-07-12,4,749,2996
1366,52744,2023-03-17,2,1491,2982
1718,52745,2023-09-06,4,1100,4400
1901,52746,2023-03-24,3,1180,3540
1619,52747,2023-01-25,1,274,274
1250,52748,2023-02-26,2,1337,2674
1956,52749,2023-02-01,3,126,378
1915,52750,2023-11-15,4,1930,7720
1881,52751,2023-01-12,3,1242,3726
1333,52752,2023-11-15,1,246,246
1641,52753,2023-11-29,3,967,2901
1968,52754,2023-04-02,4,364,1456
1510,52755,2023-01-01,2,1526,3052
1292,52756,2023-11-22,2,357,714
1019,52757,2023-05-16,5,1983,9915
1281,52758,2023-07-15,4,1312,5248
1796,52759,2023-05-13,5,926,4630
1000,52760,2023-03-27,5,842,4210
1118,52761,2023-10-22,1,1622,1622
1034,52762,2023-10-06,4,809,3236
1197,52763,2023-11-20,2,1362,2724
1484,52764,2023-06-29,4,1450,5800
1756,52765,2023-01-04,1,1193,1193
1058,52766,2023-05-06,4,1887,7548
1836,52767,2023-06-24,4,1828,7312
1160,52768,2023-09-08,5,1148,5740
1690,52769,2023-01-21,4,1705,6820
1205,52770,2023-04-15,5,1279,6395
1011,52771,2023-03-07,5,1781,8905
1489,52772,2023-09-20,3,1954,5862
1275,52773,2023-02-18,1,318,318
1692,52774,2023-01-16,5,660,3300
1241,52775,2023-05-25,4,1502,6008
1215,52776,2023-12-06,5,991,4955
1250,52777,2023-09-07,5,1317,6585
1810,52778,2023-12-09,5,1163,5815
1125,52779,2023-12-20,2,696,1392
1993,52780,2023-03-16,2,442,884
1216,52781,2023-10-17,2,602,1204
1305,52782,2023-10-09,2,549,1098
1796,52783,2023-03-07,3,435,1305
1184,52784,2023-05-05,5,103,515
1038,52785,2023-11-15,3,1925,5775
1222,52786,2023-03-28,4,858,3432
1183,52787,2023-02-10,1,616,616
1494,52788,2023-07-05,3,1620,4860
1426,52789,2023-12-20,2,1349,2698
1177,52790,2023-12-01,2,1273,2546
1918,52791,2023-09-23,4,337,1348
1427,52792,2023-09-28,5,1783,8915
1293,52793,2023-02-11,1,202,202
1851,52794,2023-04-03,3,1298,3894
1150,52795,2023-07-04,5,1109,5545
1383,52796,2023-08-03,5,1584,7920
1637,52797,2023-01-17,3,1871,5613
1812,52798,2023-09-22,3,1157,3471
1307,52799,2023-04-24,3,1807,5421
1335,52800,2023-10-19,3,617,1851
1945,52801,2023-10-19,2,539,1078
1745,52802,2023-02-17,5,1408,7040
1891,52803,2023-11-03,5,324,1620
1374,52804,2023-04-07,2,664,1328
1007,52805,2023-04-05,5,1380,6900
1340,52806,2023-11-22,3,1182,3546
1128,52807,2023-03-15,1,345,345
1775,52808,2023-12-02,5,1642,8210
1668,52809,2023-03-09,1,1337,1337
1351,52810,2023-09-03,1,1027,1027
1357,52811,2023-03-18,2,1713,3426
1516,52812,2023-07-27,4,1824,7296
1494,52813,2023-09-11,5,1052,5260
1085,52814,2023-08-09,2,918,1836
1174,52815,2023-09-19,2,315,630
1801,52816,2023-11-27,1,1526,1526
1192,52817,2023-12-10,5,382,1910
1310,52818,2023-09-16,2,1954,3908
1118,52819,2023-11-04,3,1696,5088
1217,52820,2023-03-15,2,672,1344
1426,52821,2023-05-05,3,1338,4014
1969,52822,2023-07-07,4,481,1924
1413,52823,2023-09-11,3,1168,3504
1113,52824,2023-11-17,3,271,813
1977,52825,2023-11-04,1,1344,1344
1144,52826,2023-08-23,2,1508,3016
1537,52827,2023-09-07,4,1218,4872
1647,52828,2023-11-28,2,1982,3964
1302,52829,2023-12-11,3,143,429
1743,52830,2023-03-13,3,327,981
1880,52831,2023-08-23,2,673,1346
1587,52832,2023-11-20,4,416,1664
1986,52833,2023-06-05,4,830,3320
1839,52834,2023-04-25,1,1458,1458
1344,52835,2023-11-09,3,700,2100
1813,52836,2023-08-16,3,723,2169
1963,52837,2023-11-18,1,1842,1842
1800,52838,2023-12-12,2,566,1132
1000,52839,2023-09-02,3,1941,5823
1146,52840,2023-11-02,2,1838,3676
1286,52841,2023-01-14,4,396,1584
1975,52842,2023-01-16,5,644,3220
1653,52843,2023-02-11,1,588,588
1052,52844,2023-04-20,3,1119,3357
1303,52845,2023-10-05,1,314,314
1068,52846,2023-11-20,4,1647,6588
1360,52847,2023-01-19,4,1125,4500
1601,52848,2023-03-07,4,1998,7992
1957,52849,2023-06-16,4,760,3040
1219,52850,2023-03-14,5,753,3765
1961,52851,2023-11-06,2,901,1802
1703,52852,2023-04-22,2,1330,2660
1965,52853,2023-10-01,5,440,2200
1574,52854,2023-03-26,2,803,1606
1584,52855,2023-05-19,4,506,2024
1160,52856,2023-02-08,2,952,1904
1680,52857,2023-04-15,1,405,405
1088,52858,2023-11-20,2,1630,3260
1687,52859,2023-10-08,1,1592,1592
1780,52860,2023-05-03,3,1887,5661
1584,52861,2023-08-06,1,1839,1839
1756,52862,2023-03-02,1,973,973
1588,52863,2023-04-10,4,1681,6724
1158,52864,2023-11-03,4,594,2376
1488,52865,2023-12-20,4,1384,5536
1970,52866,2023-07-23,1,677,677
1323,52867,2023-09-15,5,1785,8925
1609,52868,2023-01-05,4,1705,6820
1380,52869,2023-07-16,4,1487,5948
1101,52870,2023-06-29,1,1637,1637
1493,52871,2023-12-08,3,640,1920
1643,52872,2023-05-13,3,867,2601
1613,52873,2023-11-20,2,1696,3392
1018,52874,2023-09-10,3,1735,5205
1453,52875,2023-09-22,4,995,3980
1481,52876,2023-04-03,5,554,2770
1593,52877,2023-05-30,2,1267,2534
1396,52878,2023-05-18,5,1315,6575
1278,52879,2023-07-27,5,1988,9940
1850,52880,2023-05-05,4,1476,5904
1364,52881,2023-08-22,1,1905,1905
1330,52882,2023-03-02,1,398,398
1640,52883,2023-11-03,1,1583,1583
1343,52884,2023-09-23,3,526,1578
1821,52885,2023-05-14,1,1961,1961
1454,52886,2023-11-14,4,1946,7784
1600,52887,2023-04-23,3,815,2445
1724,52888,2023-07-10,1,856,856
1654,52889,2023-07-06,5,130,650
1064,52890,2023-11-15,4,431,1724
1075,52891,2023-03-30,4,1534,6136
1710,52892,2023-07-06,2,151,302
1142,52893,2023-11-03,4,1507,6028
1916,52894,2023-05-12,5,342,1710
1914,52895,2023-12-26,4,874,3496
1827,52896,2023-05-03,2,785,1570
1604,52897,2023-02-17,4,1735,6940
1472,52898,2023-10-15,4,1540,6160
1416,52899,2023-06-28,2,1598,3196
1304,52900,2023-06-29,4,1515,6060
1735,52901,2023-04-09,3,1512,4536
1496,52902,2023-11-26,4,672,2688
1290,52903,2023-02-03,1,971,971
1939,52904,2023-03-11,1,799,799
1101,52905,2023-06-20,3,1592,4776
1985,52906,2023-09-29,4,1531,6124
1266,52907,2023-02-28,5,618,3090
1866,52908,2023-06-30,4,1312,5248
1967,52909,2023-01-19,1,694,694
1621,52910,2023-08-14,2,1474,2948
1973,52911,2023-04-05,3,382,1146
1841,52912,2023-10-24,2,1759,3518
1961,52913,2023-03-22,5,1280,6400
1941,52914,2023-06-24,4,698,2792
1776,52915,2023-08-10,5,247,1235
1002,52916,2023-04-13,2,169,338
1084,52917,2023-02-23,4,1493,5972
1793,52918,2023-07-02,5,1711,8555
1327,52919,2023-12-17,1,1749,1749
1815,52920,2023-11-14,1,1638,1638
1449,52921,2023-12-21,3,333,999
1453,52922,2023-12-15,1,778,778
1923,52923,2023-11-17,1,1734,1734
1628,52924,2023-03-09,2,735,1470
1220,52925,2023-01-28,1,566,566
1153,52926,2023-10-01,1,656,656
1664,52927,2023-10-09,2,993,1986
1011,52928,2023-12-26,1,935,935
1132,52929,2023-11-07,1,1410,1410
1993,52930,2023-04-29,3,717,2151
1303,52931,2023-05-14,1,1417,1417
1292,52932,2023-05-09,1,1604,1604
1974,52933,2023-01-08,3,233,699
1299,52934,2023-02-20,2,107,214
1739,52935,2023-12-07,1,127,127
1782,52936,2023-10-08,5,882,4410
1042,52937,2023-06-24,2,1858,3716
1943,52938,2023-07-02,2,1643,3286
1342,52939,2023-07-11,1,1433,1433
1325,52940,2023-09-06,3,1769,5307
1813,52941,2023-08-23,2,640,1280
1497,52942,2023-03-24,3,726,2178
1363,52943,2023-04-03,5,1617,8085
1890,52944,2023-11-08,3,1157,3471
1426,52945,2023-09-25,4,106,424
1020,52946,2023-04-30,3,139,417
1406,52947,2023-03-12,2,1453,2906
1618,52948,2023-01-17,3,1008,3024
1335,52949,2023-09-10,3,161,483
1814,52950,2023-05-02,4,1209,4836
1116,52951,2023-01-10,4,1848,7392
1123,52952,2023-10-14,1,1239,1239
1398,52953,2023-11-12,2,1700,3400
1792,52954,2023-11-22,1,1420,1420
1803,52955,2023-09-30,4,478,1912
1714,52956,2023-11-02,3,1805,5415
1050,52957,2023-10-20,4,1751,7004
1782,52958,2023-07-29,5,421,2105
1323,52959,2023-08-06,3,1751,5253
1788,52960,2023-08-29,1,832,832
1140,52961,2023-07-19,3,1518,4554
1469,52962,2023-08-04,5,1480,7400
1786,52963,2023-07-24,4,1685,6740
1801,52964,2023-08-04,2,938,1876
1333,52965,2023-03-21,2,518,1036
1892,52966,2023-09-24,2,1601,3202
1963,52967,2023-02-04,4,1459,5836
1372,52968,2023-10-16,2,1714,3428
1563,52969,2023-01-18,5,119,595
1493,52970,2023-06-14,4,511,2044
1538,52971,2023-01-13,2,648,1296
1668,52972,2023-07-21,1,1382,1382
1750,52973,2023-08-17,4,704,2816
1155,52974,2023-12-12,4,1822,7288
1290,52975,2023-01-01,3,456,1368
1647,52976,2023-11-15,2,300,600
1143,52977,2023-08-05,1,1534,1534
1105,52978,2023-02-03,5,1411,7055
1419,52979,2023-12-25,4,1171,4684
1669,52980,2023-09-23,5,864,4320
1657,52981,2023-05-08,5,1681,8405
1001,52982,2023-07-31,5,1493,7465
1944,52983,2023-09-20,3,330,990
1588,52984,2023-11-08,5,1218,6090
1643,52985,2023-03-21,2,402,804
1089,52986,2023-06-14,2,1341,2682
1344,52987,2023-09-09,1,1675,1675
1349,52988,2023-01-12,1,486,486
1458,52989,2023-10-31,5,814,4070
1262,52990,2023-07-31,5,1751,8755
1350,52991,2023-10-09,3,1024,3072
1107,52992,2023-04-22,5,1214,6070
1585,52993,2023-07-30,5,157,785
1038,52994,2023-08-27,5,533,2665
1908,52995,2023-09-25,4,621,2484
1158,52996,2023-10-25,4,867,3468
1582,52997,2023-11-13,3,928,2784
1958,52998,2023-02-27,3,1884,5652
1311,52999,2023-02-03,2,582,1164
1240,53000,2023-09-20,3,466,1398
1937,53001,2023-12-31,2,988,1976
1444,53002,2023-02-04,5,1952,9760
1297,53003,2023-09-28,3,1530,4590
1951,53004,2023-08-15,3,1641,4923
1035,53005,2023-01-25,3,1454,4362
1083,53006,2023-08-22,2,1823,3646
1451,53007,2023-02-28,2,1358,2716
1885,53008,2023-09-08,1,982,982
1774,53009,2023-12-01,2,510,1020
1821,53010,2023-03-27,2,282,564
1384,53011,2023-09-08,4,1410,5640
1171,53012,2023-06-29,3,1246,3738
1375,53013,2023-07-26,2,257,514
1684,53014,2023-12-10,3,1446,4338
1361,53015,2023-05-29,3,112,336
1558,53016,2023-03-12,4,1950,7800
1890,53017,2023-05-01,3,665,1995
1140,53018,2023-09-10,2,971,1942
1886,53019,2023-04-03,3,1912,5736
1917,53020,2023-09-13,1,654,654
1117,53021,2023-09-11,1,1902,1902
1276,53022,2023-12-18,4,1744,6976
1725,53023,2023-10-15,2,1958,3916
1219,53024,2023-11-05,4,777,3108
1904,53025,2023-02-28,1,962,962
1025,53026,2023-03-10,2,717,1434
1520,53027,2023-03-27,3,1686,5058
1782,53028,2023-10-01,2,303,606
1009,53029,2023-08-15,5,1056,5280
1983,53030,2023-03-22,2,401,802
1377,53031,2023-04-24,3,1166,3498
1632,53032,2023-07-03,5,894,4470
1636,53033,2023-10-07,4,696,2784
1681,53034,2023-11-18,2,828,1656
1583,53035,2023-11-14,4,1793,7172
1151,53036,2023-02-23,2,1985,3970
1719,53037,2023-07-16,1,605,605
1048,53038,2023-10-20,1,738,738
1153,53039,2023-10-20,3,290,870
1858,53040,2023-10-18,1,1901,1901
1292,53041,2023-06-29,5,998,4990
1579,53042,2023-08-10,5,159,795
1049,53043,2023-10-01,2,1918,3836
1663,53044,2023-09-01,4,1589,6356
1530,53045,2023-06-03,5,1502,7510
1611,53046,2023-10-31,2,1552,3104
1059,53047,2023-09-30,4,161,644
1166,53048,2023-05-15,1,401,401
1201,53049,2023-11-09,2,737,1474
1856,53050,2023-01-08,4,1098,4392
1145,53051,2023-05-08,3,271,813
1914,53052,2023-02-25,3,1628,4884
1675,53053,2023-05-06,5,162,810
1969,53054,2023-06-08,4,871,3484
1992,53055,2023-02-28,3,115,345
1438,53056,2023-02-27,5,790,3950
1241,53057,2023-05-20,2,941,1882
1580,53058,2023-06-25,2,1224,2448
1686,53059,2023-04-18,4,1299,5196
1560,53060,2023-07-30,4,1316,5264
1482,53061,2023-03-15,4,1936,7744
1107,53062,2023-06-16,4,998,3992
1225,53063,2023-12-23,3,1396,4188
1672,53064,2023-10-31,3,1590,4770
1630,53065,2023-08-21,5,1032,5160
1660,53066,2023-11-23,3,1896,5688
1976,53067,2023-07-01,2,274,548
1661,53068,2023-05-02,5,1357,6785
1431,53069,2023-11-30,3,1935,5805
1804,53070,2023-07-22,4,1339,5356
1654,53071,2023-01-29,3,1614,4842
1418,53072,2023-07-21,1,516,516
1987,53073,2023-04-03,5,1882,9410
1454,53074,2023-11-25,3,1656,4968
1159,53075,2023-12-22,3,550,1650
1522,53076,2023-06-25,2,935,1870
1649,53077,2023-11-26,4,1878,7512
1968,53078,2023-07-30,4,1923,7692
1589,53079,2023-07-03,2,379,758
1076,53080,2023-04-05,2,343,686
1508,53081,2023-09-30,1,774,774
1440,53082,2023-05-17,5,245,1225
1253,53083,2023-08-25,4,1190,4760
1920,53084,2023-12-19,2,202,404
1769,53085,2023-09-22,2,409,818
1319,53086,2023-05-15,5,1760,8800
1802,53087,2023-05-24,2,216,432
1262,53088,2023-01-19,1,1595,1595
1596,53089,2023-08-19,5,862,4310
1657,53090,2023-05-14,1,1444,1444
1834,53091,2023-04-24,3,1558,4674
1553,53092,2023-05-19,4,1493,5972
1373,53093,2023-05-05,2,837,1674
1636,53094,2023-07-23,5,1823,9115
1166,53095,2023-03-02,1,286,286
1936,53096,2023-09-07,4,1711,6844
1752,53097,2023-10-25,4,884,3536
1458,53098,2023-01-13,2,1592,3184
1998,53099,2023-09-12,4,1784,7136
1279,53100,2023-03-26,2,806,1612
1699,53101,2023-01-20,3,975,2925
1301,53102,2023-02-19,2,895,1790
1530,53103,2023-06-13,1,572,572
1579,53104,2023-04-02,4,655,2620
1217,53105,2023-03-29,4,1577,6308
1101,53106,2023-03-10,4,1569,6276
1553,53107,2023-02-06,2,781,1562
1287,53108,2023-09-10,5,193,965
1166,53109,2023-09-09,2,835,1670
1620,53110,2023-05-20,1,889,889
1035,53111,2023-12-21,2,137,274
1743,53112,2023-06-17,4,881,3524
1740,53113,2023-02-23,3,581,1743
1352,53114,2023-06-27,1,1870,1870
1675,53115,2023-10-24,3,210,630
1898,53116,2023-10-28,1,509,509
1072,53117,2023-12-25,1,1291,1291
1647,53118,2023-04-16,4,1689,6756
1352,53119,2023-05-17,2,496,992
1890,53120,2023-07-09,4,1250,5000
1069,53121,2023-05-08,4,1910,7640
1424,53122,2023-12-08,4,141,564
1998,53123,2023-02-16,3,140,420
1707,53124,2023-01-05,1,1685,1685
1780,53125,2023-09-14,5,1610,8050
1560,53126,2023-10-27,2,1794,3588
1827,53127,2023-05-30,4,1967,7868
1641,53128,2023-10-21,1,498,498
1955,53129,2023-08-31,2,281,562
1516,53130,2023-10-02,5,1304,6520
1427,53131,2023-07-27,5,1801,9005
1538,53132,2023-04-25,4,843,3372
1159,53133,2023-07-14,5,817,4085
1148,53134,2023-12-09,5,1990,9950
1775,53135,2023-06-19,2,563,1126
1229,53136,2023-03-23,2,1173,2346
1711,53137,2023-06-03,4,1531,6124
1561,53138,2023-05-21,1,1524,1524
1066,53139,2023-11-10,4,1269,5076
1811,53140,2023-05-26,3,397,1191
1380,53141,2023-11-19,5,244,1220
1057,53142,2023-05-02,1,115,115
1258,53143,2023-09-09,2,1208,2416
1341,53144,2023-12-09,3,1339,4017
1837,53145,2023-11-07,3,1605,4815
1129,53146,2023-03-30,5,1175,5875
1726,53147,2023-02-27,2,1671,3342
1171,53148,2023-03-04,1,206,206
1769,53149,2023-12-13,2,318,636
1613,53150,2023-11-04,5,1034,5170
1208,53151,2023-10-07,3,436,1308
1802,53152,2023-03-13,5,1020,5100
1353,53153,2023-01-09,4,470,1880
1470,53154,2023-04-04,3,1097,3291
1797,53155,2023-12-05,5,909,4545
1115,53156,2023-12-02,1,353,353
1263,53157,2023-06-01,1,1528,1528
1661,53158,2023-12-22,1,679,679
1811,53159,2023-02-09,4,1822,7288
1441,53160,2023-12-25,2,735,1470
1547,53161,2023-03-03,1,1153,1153
1452,53162,2023-09-11,4,284,1136
1844,53163,2023-03-10,1,1412,1412
1476,53164,2023-09-02,4,1482,5928
1286,53165,2023-12-31,1,573,573
